vysoudit	vy-soud-i-t
zlehknout	zlehk-nou-t
troufal	trouf-a-l
služby	služ-b-y
vyhubit	vy-hub-i-t
břidla	břidl-a
zachycujeme	za-chyc-uje-me
slejvat	s-lej-v-a-t
obestavět	obe-stav-ě-t
čtverka	čtverk-a
gravitovat	grav-it-ova-t
prokšeftovací	pro-kšeft-ova-c-í
radikální	radik-ál-n-í
historii	histor-i-i
vypadávat	vy-pad-á-v-a-t
rozvrtávat	roz-vrt-á-v-a-t
západními	zá-pad-n-ími
kostička	kost-ičk-a
zahrnout	za-hrn-ou-t
vyklopotit	vy-klopot-i-t
sedím	sed-í-m
prostavět	pro-stav-ě-t
zdržel	z-drž-e-l
využívání	vy-u-ží-v-á-n-í
determinovat	de-termin-ova-t
zahnít	za-hní-t
nepořídil	ne-po-říd-i-l
držet	drž-e-t
hřímal	hřím-a-l
natrhnout	na-trh-nou-t
nabrynýrovat	na-bryn-ýr-ova-t
zneužití	z-ne-u-ži-t-í
uvádí	u-vád-í
odumřít	od-u-mř-í-t
zmalátnět	z-malát-n-ě-t
obdařil	ob-dař-i-l
protiví	protiv-í
křemen	křem-en
smývat	s-mý-v-a-t
dřevěná	dřev-ěn-á
napálím	na-pál-í-m
poptávka	po-pt-á-v-k-a
stážovat	stáž-ova-t
snížil	s-níž-i-l
brněnského	brn-ěn-sk-ého
převyšovat	pře-vyš-ova-t
přidružit	při-druž-i-t
nagano	nagan-o
klít	klí-t
zakapat	za-kap-a-t
zasládnout	za-slád-nou-t
press	press
vyživovat	vy-ži-v-ova-t
ztučnět	z-tuč-n-ě-t
zodpovědnosti	z-od-po-věd-n-ost-i
vešroubovat	ve-šroub-ova-t
počítali	po-čít-a-l-i
mluvila	mluv-i-l-a
vyzradili	vy-z-rad-i-l-i
crček	crček
verner	verner
všemu	vš-emu
zeleň	zeleň
biokybernetika	bio-kyber-net-ik-a
rozbrázdit	roz-brázd-i-t
prioritní	prior-it-n-í
fosilií	fosil-i-í
svážka	svážk-a
odpásat	od-pás-a-t
laitii	laitii
epicentru	epi-centr-u
oplétat	o-plét-a-t
propátrat	pro-pátr-a-t
hektolitrů	hekto-litr-ů
hydroenergetice	hydr-o-energ-et-ic-e
nesla	nes-l-a
břeskný	břeskn-ý
pako	pak-o
utrousit	u-trous-i-t
biofyzice	bio-fyz-ic-e
vyžvástat	vy-žvást-a-t
dovídávat	do-víd-á-v-a-t
zverbovat	z-verb-ova-t
živili	ži-v-i-l-i
zodpovědně	z-od-po-věd-n-ě
potěšeně	po-těš-en-ě
romano	roman-o
prajzler	prajzler
zakonzervovat	za-kon-zerv-ova-t
krajta	krajt-a
františek	frant-iš-ek
cimra	cimr-a
ševčík	ševč-ík
absolutno	absolut-n-o
promlčovat	pro-mlč-ova-t
zrezovatět	z-rez-ov-at-ě-t
puška	pušk-a
debata	debat-a
pied	pied
ladění	lad-ěn-í
karamany	karaman-y
celoevropský	cel-o-evrop-sk-ý
štuchat	štuch-a-t
ševce	šev-c-e
logo	log-o
soudobé	sou-dob-é
věnovány	věn-ová-n-y
západočečenský	zá-pad-o-čečen-sk-ý
vyžvejkat	vy-žvejk-a-t
dokouřit	do-kouř-i-t
fór	fór
totožnost	t-o-tož-n-ost
proměnlivé	pro-měn-l-iv-é
obávala	o-bá-v-a-l-a
znešvařovat	z-ne-švař-ova-t
dřevovláknitý	dřev-o-vlák-n-it-ý
nahrabat	na-hrab-a-t
dřepět	dřep-ě-t
dobrému	dobr-ému
lepívat	lep-í-v-a-t
autentického	autentic-k-ého
narodil	na-rod-i-l
mnohamiliardový	mnoh-a-mili-ard-ov-ý
dvojrozměrný	dv-oj-roz-měr-n-ý
cestičkami	cest-ičk-ami
zvýznamnit	z-vý-znam-n-i-t
tropit	trop-i-t
spánku	sp-á-n-k-u
označila	o-znač-il-a
konzultovat	kon-zult-ova-t
odbagrovat	od-bagr-ova-t
vylučovali	vy-luč-ova-l-i
příjemcův	pří-jem-c-ův
frajtr	frajtr
vzdychat	vz-dych-a-t
linek	lin-ek
omšít	o-mš-í-t
vypůjčovat	vy-půjč-ova-t
vyplést	vy-plést
souvisí	sou-vis-í
vypadaly	vy-pad-a-l-y
deutz	deutz
tatrováckého	tatr-ovác-k-ého
penězoměnci	peněz-o-měn-c-i
stvrzovat	s-tvrz-ova-t
proházet	pro-ház-e-t
přechladit	pře-chlad-i-t
přemapovat	pře-map-ova-t
vyčouhnout	vy-čouh-nou-t
vysoceaktivní	vys-oc-e-akt-iv-n-í
zhodnotit	z-hod-n-ot-i-t
zvýraznit	z-vý-raz-n-i-t
blažit	blaž-i-t
massa	mass-a
utáhnu	u-táh-n-u
neznabozi	ne-zn-a-boz-i
audi	audi
domnívati	do-mn-í-v-a-ti
destilát	destil-át
doporučili	do-po-ruč-i-l-i
panovníkem	pan-ov-ník-em
odzrcadlit	od-zrc-a-dl-i-t
vrata	vrat-a
mnout	mn-ou-t
nafrázovat	na-fráz-ova-t
uvažoval	u-važ-ova-l
uhádat	u-hád-a-t
ovětrávat	o-větr-á-v-a-t
připojily	při-poj-i-l-y
jménem	jmén-em
smutně	smut-n-ě
chudinko	chud-in-k-o
aldworthová	aldworth-ov-á
přiléhající	při-léh-aj-íc-í
rozhovory	roz-hovor-y
cup	cup
ustupovat	u-stup-ova-t
flat	flat
čekal	ček-a-l
počtem	po-čt-em
chrčel	chrč-e-l
tetičku	tet-ičk-u
nalinkovat	na-lin-k-ova-t
pimprle	pimprl-e
úřadu	ú-řad-u
šíleni	šíl-en-i
vykuklovat	vy-kukl-ova-t
matouš	matouš
cenovky	cen-ovk-y
poznavatele	po-zn-a-v-a-tel-e
belhala	belh-a-l-a
proměňuje	pro-měň-uje
přebolet	pře-bol-e-t
tragickým	trag-ic-k-ým
couvla	couv-l-a
uzamčený	u-za-mč-en-ý
vykapávat	vy-kap-á-v-a-t
sříznout	s-říz-nou-t
opancéřovat	o-pancéř-ova-t
naletnit	na-let-n-i-t
turmalín	turmalín
vytěžovat	vy-těž-ova-t
hrdlit	hrdl-i-t
hyperbarické	hyper-bar-ick-é
lekli	lek-l-i
okřívat	okř-í-v-a-t
americké	americ-k-é
přištrádovat	při-štrád-ova-t
koňskou	koň-sk-ou
smyv	smyv
připamatovat	při-pamat-ova-t
skončí	s-konč-í
citát	cit-át
vykořisťovat	vy-kořisť-ova-t
termínech	termín-ech
vplácet	v-plác-e-t
věčnost	věč-n-ost
dálničního	dál-nič-n-ího
rozmisťovat	roz-misť-ova-t
uvedená	u-ved-en-á
projednání	pro-jedn-á-n-í
zamísit	za-mís-i-t
pronásobit	pro-ná-sob-i-t
kout	kout
milá	mil-á
réva	rév-a
slaném	sl-a-n-ém
ptejme	pt-ej-me
hlubokém	hlub-ok-ém
přání	přá-n-í
chabý	chab-ý
dopadnout	do-pad-nou-t
lest	lest
červa	červ-a
ohryzaný	o-hryz-a-n-ý
kulminaci	kulmin-ac-i
vzpřahat	vz-přah-a-t
rozdupávat	roz-dup-á-v-a-t
zalepit	za-lep-i-t
čapat	čap-a-t
žabníkovitý	žab-ník-ovit-ý
zazvonit	za-zvon-i-t
kaštany	kaštan-y
vyšle	vy-šl-e
severoitalský	sever-o-ital-sk-ý
neletěl	ne-let-ě-l
hotelu	hotel-u
neublížil	ne-u-blíž-i-l
zaoceánský	za-oceán-sk-ý
el	el
vystrojit	vy-stroj-i-t
balneoprovozů	balneo-pro-voz-ů
hrubec	hrub-ec
mile	mil-e
ortostatický	orto-static-k-ý
francouzský	franc-ouz-sk-ý
zaházet	za-ház-e-t
bioarcheologie	bio-archeo-log-i-e
štamprdle	štamprdl-e
japonské	japon-sk-é
lážo	láž-o
tepicháři	tepich-ář-i
nedomučíš	ne-do-muč-í-š
zúročit	z-ú-roč-i-t
oženil	o-žen-i-l
vyšetříme	vy-šetř-í-me
vinný	vinn-ý
ideje	idej-e
ozývá	o-zýv-á
zahemžit	za-hemž-i-t
vodních	vod-n-ích
životaschopná	živ-ot-a-s-chop-n-á
kukuřice	kukuřic-e
coca	coca
rozvrčet	roz-vrč-e-t
nejsme	ne-js-me
střihnout	střih-nou-t
nepohodlí	ne-po-hod-l-í
službodárce	služ-b-o-dár-c-e
nanovo	na-nov-o
čipka	čipk-a
scvrknout	s-cvrk-nou-t
svědět	svěd-ě-t
klečeli	kleč-e-l-i
spisovatelů	s-pis-ova-tel-ů
odhojit	od-hoj-i-t
byli	by-l-i
nasytit	na-syt-i-t
připřáhnout	při-přáh-nou-t
promlčet	pro-mlč-e-t
objednávek	ob-jedn-á-v-ek
finanční	finanč-n-í
vedouce	ved-ouc-e
telegrafujte	tele-graf-uj-te
děvčátko	děv-č-át-k-o
zasalutovat	za-salut-ova-t
žanka	žank-a
vsázel	v-sáz-e-l
rychloportrét	rychl-o-portrét
slyšet	slyš-e-t
třasknout	třask-nou-t
spoutány	s-pout-á-n-y
prýsknout	prýsk-nou-t
trivializovat	tri-vi-al-iz-ova-t
trepky	trep-k-y
filatelista	fil-atel-ist-a
rosu	ros-u
šoulat	šoul-a-t
sameček	sam-eč-ek
jistoty	jist-ot-y
hyje	hyje
klimentská	kliment-sk-á
podmořských	pod-moř-sk-ých
vychrchlávat	vy-chrchl-á-v-a-t
mocnosti	moc-n-ost-i
nevznikla	ne-vz-nik-l-a
smilovávat	s-mil-ová-v-a-t
golf	golf
tvůrce	tvůr-c-e
spolutvůrce	spolu-tvůr-c-e
cournout	cour-nou-t
správou	s-práv-ou
údolí	ú-dol-í
derby	derby
generál	gener-ál
omegou	omeg-ou
certle	certl-e
vzájemný	vzájem-n-ý
soustavami	sou-stav-ami
meziměstské	mezi-měst-sk-é
vnitrotelevizní	v-nitr-o-tele-viz-n-í
předefinovávat	pře-de-fin-ová-v-a-t
popsat	po-ps-a-t
odletět	od-let-ě-t
trestného	trest-n-ého
hurtovat	hurt-ova-t
stoličku	stol-ič-k-u
zívat	zív-a-t
obletovali	ob-let-ova-l-i
vyráchat	vy-rách-a-t
najednou	na-jedn-ou
aportovat	a-port-ova-t
fotografický	foto-graf-ick-ý
přefouknout	pře-fouk-nou-t
císař	císař
českoněmeckým	česk-o-něm-ec-k-ým
sebeuzavíraný	seb-e-u-za-vír-a-n-ý
bolet	bol-e-t
franc	franc
lít	lí-t
nazpívat	na-z-pí-v-a-t
makroaplikace	makro-a-plik-ac-e
samozřejmá	sam-o-zř-ejm-á
převít	pře-ví-t
přijme	při-j-me
zaržát	za-rž-á-t
intersportturné	inter-sport-turné
kacíři	kacíř-i
blízko	blíz-k-o
umocňovat	u-moc-ň-ova-t
zbožni	z-bož-n-i
žehrávat	žehr-á-v-a-t
pást	pás-t
zakončena	za-konč-en-a
ukřivit	u-křiv-i-t
splatit	s-plat-i-t
fízl	fízl
dodávka	do-d-á-v-k-a
pohyboval	po-hyb-ova-l
naruší	na-ruš-í
lysohlávka	lys-o-hláv-k-a
středních	střed-n-ích
švýcarska	švýcar-sk-a
greenwald	green-wald
přístrojích	pří-stroj-ích
únor	únor
zadrhnout	za-drh-nou-t
předejmout	přede-jm-ou-t
podkreslit	pod-kres-l-i-t
festivalu	festival-u
přeobjednávat	pře-ob-jedn-á-v-a-t
chlap	chlap
nebytových	ne-by-t-ov-ých
zduchovňovat	z-duch-ov-ň-ova-t
umějí	um-ěj-í
ouplné	ou-pln-é
zhotovovat	z-hotov-ova-t
zlepšilo	z-lep-š-i-l-o
radiochemie	radi-o-chem-i-e
vyformovat	vy-form-ova-t
rozbagrovat	roz-bagr-ova-t
žmolit	žmol-i-t
zmlsat	z-mls-a-t
nedala	ne-d-a-l-a
přikovat	při-kov-a-t
manethónův	manethón-ův
dlužný	dluž-n-ý
podezření	pode-zř-e-n-í
vyprovokovat	vy-pro-vok-ova-t
legenda	legend-a
odtrénovat	od-trén-ova-t
darebáku	dareb-ák-u
rozluštění	roz-lušt-ěn-í
došetřovat	do-šetř-ova-t
propochodovat	pro-po-chod-ova-t
betakarotenu	beta-karoten-u
logická	log-ic-k-á
ovál	o-vál
zelenooký	zelen-o-ok-ý
toxikománie	tox-i-k-o-mán-i-e
kvetou	kvet-ou
decentralizovat	de-centr-al-iz-ova-t
lehl	leh-l
dnů	dn-ů
zakokrhat	za-kokrh-a-t
opláknout	o-plák-nou-t
rožnov	rožn-ov
diagnostika	dia-gnost-ik-a
modlil	modl-i-l
vystříhat	vy-stříh-a-t
služebních	služ-eb-n-ích
potkati	po-tk-a-ti
zažehnáno	za-žehn-á-n-o
kvadrilu	kvadril-u
zaškrcovat	za-škrc-ova-t
lamželezo	lam-želez-o
stravu	s-trav-u
ubíjet	u-bíj-e-t
ztýrat	z-týr-a-t
swingovat	swing-ova-t
rozchytávat	roz-chyt-á-v-a-t
vyždímat	vy-ždím-a-t
byla	by-l-a
potvorně	po-tvor-n-ě
hrozno	hrozn-o
zašelestit	za-šelest-i-t
videopořadů	vide-o-po-řad-ů
češi	češ-i
šanc	šanc
touhu	touh-u
holomajzna	holomajzna
vloupat	v-loup-a-t
vítězstvím	vítěz-stv-í-m
povázat	po-váz-a-t
jedinci	jedin-c-i
nadupat	na-dup-a-t
podšívat	pod-ší-v-a-t
vaniky	vanik-y
regály	regál-y
hospodě	hospod-ě
zavrčet	za-vrč-e-t
březina	břez-in-a
zda	zda
překupovat	pře-kup-ova-t
odtabuizovávat	od-tabu-iz-ová-v-a-t
obsekávat	ob-sek-á-v-a-t
projednávala	pro-jedn-á-v-a-l-a
hrdinu	hrd-in-u
rating	rat-ing
staroměstský	star-o-měst-sk-ý
starosta	star-ost-a
svědků	svěd-k-ů
zažraní	za-žr-a-n-í
zkosit	z-kos-i-t
demokratického	demo-krat-ick-ého
klidem	klid-em
zaneprazdňovat	za-ne-prazd-ň-ova-t
zvláštních	zvlášt-n-ích
pozoroval	po-zor-ova-l
existovat	ex-ist-ova-t
roztřásat	roz-třás-a-t
podpichovat	pod-pich-ova-t
ofouknout	o-fouk-nou-t
vysílací	vy-síl-a-c-í
přelomit	pře-lom-i-t
odšpuntovávat	od-špunt-ová-v-a-t
pročpět	pro-čp-ě-t
stilesová	stiles-ov-á
šťuchat	šťuch-a-t
derbent	derbent
vážně	váž-n-ě
chvět	chvě-t
vedlejší	vedl-ejš-í
metafyziku	meta-fyz-ik-u
honza	honz-a
zkrvavit	z-krv-av-i-t
nadporučíkovou	nad-po-ruč-ík-ov-ou
indiánům	indi-án-ům
hospodařívat	hospod-ař-í-v-a-t
vzájemné	vzájem-n-é
střídu	s-tříd-u
registrovat	re-gist-r-ova-t
dočerpávat	do-čerp-á-v-a-t
postrojovat	po-stroj-ova-t
prý	prý
dozorce	do-zor-c-e
blbec	blb-ec
odškrábat	od-škráb-a-t
depilovat	de-pil-ova-t
dáreček	dár-eček
dovezu	do-vez-u
temnit	tem-n-i-t
autokarem	aut-o-kar-em
jazykověda	jazyk-o-věd-a
ředitelka	řed-i-tel-k-a
aféry	afér-y
vložkovat	v-lož-k-ova-t
metr	metr
radiofyzik	radi-o-fyz-ik
čerchmantský	čerchmant-sk-ý
denitrifikovat	de-nitr-if-ik-ova-t
prodejem	pro-d-ej-em
dydydy	dy-dy-dy
spravedlivým	s-prav-ed-l-iv-ým
zpřevracet	z-pře-vrac-e-t
přeprogramovat	pře-pro-gram-ova-t
přikrátit	při-krát-i-t
přisouvat	při-sou-v-a-t
nepoví	ne-po-v-í
domíchat	do-mích-a-t
myšlením	myšl-en-ím
nandávat	na-nd-á-v-a-t
chleba	chleb-a
variantu	vari-ant-u
docházel	do-cház-e-l
vštěpit	v-štěp-i-t
objal	obj-a-l
složitá	s-lož-it-á
neobratná	ne-ob-rat-n-á
zaměstnance	za-měst-n-an-c-e
rozpažit	roz-paž-i-t
přeplácat	pře-plác-a-t
mimoevropský	mimo-evrop-sk-ý
napravit	na-prav-i-t
autobazar	aut-o-bazar
patra	patr-a
víceboj	více-boj
nízkokapacitní	níz-k-o-kapacit-n-í
banditi	bandit-i
předání	pře-d-á-n-í
oschnout	o-sch-nou-t
šebesta	šebesta
jablek	jablek
příkaz	pří-kaz
hydroxylovat	hydro-xyl-ova-t
nepříjemného	ne-pří-jem-n-ého
fetišizovat	fetiš-iz-ova-t
klíně	klín-ě
ujišťuji	u-jišť-uj-i
zabonitovat	za-bonit-ova-t
rozhraničovat	roz-hran-ič-ova-t
palouček	pa-louč-ek
zlajdačit	z-lajd-ač-i-t
folk	folk
uhlovodík	uhl-o-vod-ík
našinout	na-ši-nou-t
načichat	na-čich-a-t
stálezelený	stále-zelen-ý
šavlí	šavl-í
umrzat	u-mrz-a-t
omezení	o-mez-en-í
obešlo	obe-š-l-o
pořídím	po-říd-í-m
zaklel	za-kle-l
klandr	klandr
znejasňovat	z-ne-jas-ň-ova-t
vnitrné	v-nitr-n-é
sparingpartnera	spar-ing-partner-a
ztajit	z-taj-i-t
seškrtávat	se-škrt-á-v-a-t
tekly	tek-l-y
povlíknout	po-vlík-nou-t
distributivním	dis-tribu-t-iv-n-ím
robotit	rob-ot-i-t
rozpukávat	roz-puk-á-v-a-t
hodnotám	hod-n-ot-ám
vypravovala	vy-prav-ova-l-a
vlaštovka	vlašt-ov-k-a
bejvávat	bej-v-á-v-a-t
odisolovat	od-isol-ova-t
monolog	mono-log
ověnčit	o-věn-č-i-t
poháru	pohár-u
zárukou	zá-ruk-ou
vypíchat	vy-pích-a-t
nalosovávat	na-los-ová-v-a-t
kluci	kluc-i
podvracet	pod-vrac-e-t
najmenovat	na-jmen-ova-t
vskakovat	v-skak-ova-t
čís	čís
pasterův	paster-ův
plazma	plazm-a
ohrabat	o-hrab-a-t
člověčenství	člověč-en-stv-í
stěhovat	stěh-ova-t
fiše	fiš-e
červenozem	červen-o-zem
hod	hod
řízek	říz-ek
odít	o-dí-t
křivit	křiv-i-t
nedívá	ne-dív-á
ubrousit	u-brous-i-t
zakejhat	za-kejh-a-t
piplat	pipl-a-t
slušné	sluš-n-é
homosexuál	homo-sex-uál
hluchoslepých	hluch-o-slep-ých
nabarvit	na-barv-i-t
pýr	pýr
trubky	trub-k-y
vsrknout	v-srk-nou-t
onuce	onuc-e
horkou	hor-k-ou
zaoblovat	za-obl-ova-t
pusami	pus-ami
znamená	znam-en-á
samotného	sam-ot-n-ého
nehmotného	ne-hmot-n-ého
zemědělců	zem-ě-děl-c-ů
učenec	uč-en-ec
prcinko	prc-in-k-o
róberta	róbert-a
zpít	z-pí-t
komasovat	komas-ova-t
pozicionovat	poz-ic-ion-ova-t
dlel	dl-e-l
vypukat	vy-puk-a-t
ubednit	u-bedn-i-t
mareček	mareč-ek
dnít	dn-í-t
nedáš	ne-d-á-š
zmatek	z-mat-ek
hamižník	hamiž-n-ík
zvrznout	z-vrz-nou-t
vykolejovat	vy-kolej-ova-t
okny	okn-y
zaset	za-se-t
porozhlížet	po-roz-hlíž-e-t
tenká	ten-k-á
vytrubovat	vy-trub-ova-t
přistrkávat	při-strk-á-v-a-t
zintenzívnit	z-in-tenz-ív-n-i-t
vyšoupnout	vy-šoup-nou-t
nejšíře	nej-šíř-e
výrazy	vý-raz-y
vplouvat	v-plou-v-a-t
květnu	květ-n-u
podkopávat	pod-kop-á-v-a-t
jídly	jíd-l-y
řediteli	řed-i-tel-i
nemocí	ne-moc-í
hirschovi	hirsch-ovi
probleskovat	pro-blesk-ova-t
spolkne	s-polk-ne
hroutit	hrout-i-t
načítat	na-čít-a-t
veřejnosprávní	veřejn-o-s-práv-n-í
zradit	z-rad-i-t
trén	trén
tlukouc	tluk-ouc
různorodý	různ-o-rod-ý
chata	chat-a
níže	níž-e
převrstvit	pře-vrstv-i-t
rozumování	roz-um-ová-n-í
záležet	zá-lež-e-t
hospoda	hospod-a
údaj	ú-daj
probelhat	pro-belh-a-t
zdrav	zdrav
zesvalnatět	ze-sval-n-at-ě-t
střetat	střet-a-t
severovýchodě	sever-o-vý-chod-ě
tyčit	tyč-i-t
seskupení	se-s-kup-en-í
dekoltovat	dekolt-ova-t
kavkám	kav-k-ám
ztratil	z-trat-i-l
boudu	boud-u
petr	petr
průzkumu	prů-zkum-u
odeslán	ode-sl-á-n
voražený	vo-raž-en-ý
šéfem	šéf-em
hrdlička	hrdličk-a
pomůckou	po-můc-k-ou
drobet	drob-et
přilícit	při-líc-i-t
předimenzovat	pře-di-menz-ova-t
rakouskočeský	rakous-k-o-čes-k-ý
pitvat	pitv-a-t
jela	je-l-a
dačice	dačic-e
makroobjektiv	makro-ob-jekt-iv
rudobílý	rud-o-bíl-ý
kosov	kosov
zabřeznout	za-břez-nou-t
očekáváte	o-ček-á-v-á-te
odnaučovat	od-na-uč-ova-t
prostudovávat	pro-stud-ová-v-a-t
seškrtat	se-škrt-a-t
přešetřit	pře-šetř-i-t
před	před
profesionální	pro-fes-ion-ál-n-í
klient	klient
vyvolat	vy-vol-a-t
dohodli	do-hod-l-i
počítat	po-čít-a-t
vyšít	vy-ší-t
trojmo	trojm-o
hrivna	hrivn-a
krystalochemie	krystal-o-chem-i-e
smršť	smršť
vtrhly	v-trh-l-y
zasečení	za-seč-en-í
levice	lev-ic-e
fetovat	fet-ova-t
zatajovat	za-taj-ova-t
tatrovák	tatr-ov-ák
skací	skac-í
evropě	evrop-ě
derniéra	dern-iér-a
prohlubuje	pro-hlub-uje
odstránkovávat	od-strán-k-ová-v-a-t
monthly	monthly
vykašlu	vy-kašl-u
loučit	louč-i-t
thread	thread
soňa	soň-a
nejdříve	nej-dřív-e
wayne	wayne
branže	branž-e
prťka	prťk-a
balkanizovat	balkan-iz-ova-t
balívat	bal-í-v-a-t
projekta	pro-jekt-a
dilatovat	di-lat-ova-t
rozkutálet	roz-kutál-e-t
vedle	vedle
poznám	po-zn-á-m
otevřené	ote-vř-e-n-é
monolitický	mono-lit-ick-ý
šedivém	šed-iv-ém
poškrobit	po-škrob-i-t
přiskotačit	při-skot-ač-i-t
mišna	mišn-a
konstatovat	kon-stat-ova-t
umění	um-ě-n-í
povaze	po-vaz-e
twitter	twitter
kontroloři	kontrol-oř-i
neurotizovat	neur-ot-iz-ova-t
přitahuje	při-tah-uje
bača	bač-a
zahájena	za-háj-en-a
nalezená	na-lez-en-á
sflekovat	s-flek-ova-t
filozofa	filo-zof-a
zvšednět	z-vše-dn-ě-t
tkáň	tk-á-ň
proargumentovat	pro-argu-ment-ova-t
kosmu	kosm-u
zřizovali	z-řiz-ova-l-i
dneška	dneš-k-a
luhačovice	luhač-ov-ic-e
záplatovat	zá-plat-ova-t
sešněrovat	se-šněr-ova-t
hloubi	hloub-i
šrák	šrák
potvoru	po-tvor-u
zprůzračňovat	z-prů-zr-ač-ň-ova-t
zaasfaltovat	za-asfalt-ova-t
dopnutě	do-p-nu-t-ě
žalářníku	žal-ář-n-ík-u
pecka	peck-a
vyzvánět	vy-zván-ě-t
písemně	pís-em-n-ě
prošla	pro-š-l-a
chybit	chyb-i-t
usnadnit	u-snad-n-i-t
kuchařit	kuch-ař-i-t
sledovat	sled-ova-t
dáma	dám-a
skládávat	s-klád-á-v-a-t
výřit	výř-i-t
jeknout	jek-nou-t
odlípat	od-líp-a-t
islám	islám
zváhavět	z-váh-a-v-ě-t
kultivovat	kult-iv-ova-t
komponenty	kom-pon-ent-y
vykácet	vy-kác-e-t
agrosalonu	agro-salon-u
ofoukat	o-fouk-a-t
upachtit	u-pacht-i-t
prachmilióne	prach-milión-e
náruživost	náruž-iv-ost
všespasitelné	vš-e-spas-i-teln-é
doména	domén-a
zapřisáhl	za-při-sáh-l
toužit	touž-i-t
kukat	kuk-a-t
stvořením	s-tvoř-en-ím
zahladit	za-hlad-i-t
čtyřčlenný	čtyř-člen-n-ý
ctihodné	ct-i-hod-n-é
drbohlav	drb-o-hlav
nard	nard
reznout	rez-nou-t
proplakat	pro-plak-a-t
binarův	binar-ův
láčka	láčk-a
závěr	zá-věr
uzpívávat	u-z-pí-v-á-v-a-t
hranice	hran-ic-e
placený	plac-en-ý
spolknout	s-po-lk-nou-t
prospěšné	pro-spěš-n-é
tělověda	těl-o-věd-a
jednopísmenovém	jedn-o-písmen-ov-ém
katě	katě
dokazovali	do-kaz-ova-l-i
posout	po-sou-t
ruku	ruk-u
obšťastnit	ob-šťast-n-i-t
viď	viď
záměrů	zá-měr-ů
předformovaný	před-form-ova-n-ý
nalétat	na-lét-a-t
odzbrojovávat	od-z-broj-ová-v-a-t
kypřit	kypř-i-t
pořčený	po-řč-en-ý
probudila	pro-bud-i-l-a
vypořádat	vy-po-řád-a-t
decibelů	deci-bel-ů
senátu	senát-u
finále	finále
útěku	ú-těk-u
přidají	při-d-a-j-í
uskřinout	u-skři-nou-t
glossopterisová	glossopteris-ov-á
vysout	vy-sou-t
záření	zář-en-í
garant	garant
samovazby	sam-o-vaz-b-y
poštmistr	pošt-mistr
oblétnout	ob-lét-nou-t
zezákonit	ze-zá-kon-i-t
pakl	pakl
automatického	auto-mat-ic-k-ého
epoše	epoš-e
smetávat	s-met-á-v-a-t
zlomit	z-lom-i-t
kráse	krás-e
bolševizovat	bolšev-iz-ova-t
zaklovnout	za-klov-nou-t
slovenského	slov-en-sk-ého
kalichy	kalich-y
odstínu	od-stín-u
rozdílu	roz-díl-u
režii	rež-i-i
prostudovat	pro-stud-ova-t
chová	chov-á
cokoliv	c-o-koliv
třímilionovou	tř-í-mili-on-ov-ou
sesednou	se-sed-n-ou
jiskřívat	jiskř-í-v-a-t
fundovat	fund-ova-t
bláznivého	blázn-iv-ého
schodek	s-chod-ek
výměně	vý-měn-ě
zašprajcovat	za-šprajc-ova-t
definitivně	de-fin-it-iv-n-ě
atlet	atlet
postátňovat	po-stát-ň-ova-t
rudočerný	rud-o-čern-ý
přitlouci	při-tlouc-i
vesměs	ve-s-měs
jiholužický	jih-o-lužic-k-ý
upozornil	u-po-zor-n-i-l
dopajdat	do-pajd-a-t
sešmaťchat	se-šmaťch-a-t
úpě	úp-ě
smítat	s-mít-a-t
hnilokal	hnil-o-kal
zapečetil	za-pečet-i-l
jakživi	jak-ži-v-i
rozluštil	roz-lušt-i-l
rozpaků	roz-pak-ů
nasunout	na-su-nou-t
neceknout	ne-cek-nou-t
páchat	pách-a-t
nostrifikovat	nostri-fik-ova-t
vojenské	voj-en-sk-é
očišťovat	o-čišť-ova-t
osamocený	o-sam-oc-en-ý
usmívají	u-smí-v-aj-í
neobyčejným	ne-obyčej-n-ým
vodolova	vodolov-a
klimeš	klimeš
falsifikovat	falsi-fik-ova-t
syknout	syk-nou-t
rozkousal	roz-kous-a-l
celku	cel-k-u
epifenoménem	epi-fenomén-em
lacino	lac-in-o
vzápětí	v-zá-pě-t-í
zalízat	za-líz-a-t
ušťouchnutí	u-šťouch-nu-t-í
sípat	síp-a-t
pásci	pásc-i
základ	zá-klad
utancovat	u-tanc-ova-t
titulu	titul-u
odúčtovat	od-ú-čt-ova-t
sargonův	sargon-ův
rozsázet	roz-sáz-e-t
zvyku	z-vyk-u
hledaly	hled-a-l-y
faxové	fax-ov-é
chamtit	chamt-i-t
kabátec	kabát-ec
vyměřit	vy-měř-i-t
zapanáčkovat	za-pan-áč-k-ova-t
psychickým	psych-ick-ým
zadobře	za-dobř-e
patách	pat-ách
zasekat	za-sek-a-t
talentové	talent-ov-é
bezohledný	bez-o-hled-n-ý
těžívat	těž-í-v-a-t
dlouhá	dlouh-á
zakreslit	za-kres-l-i-t
telit	tel-i-t
velevědecký	vele-věd-ec-k-ý
herní	her-n-í
help	help
předjednat	před-jedn-a-t
uplatnit	u-plat-n-i-t
vládat	vlád-a-t
háro	hár-o
promazlit	pro-maz-l-i-t
vtom	v-t-o-m
zachlazovat	za-chlaz-ova-t
zubí	zub-í
smlsnout	s-mls-nou-t
uhájit	u-háj-i-t
ozbrojovat	o-z-broj-ova-t
dorozumíme	do-roz-um-í-me
tamtéž	tam-t-éž
